Incident number,Date,Title,Organization,City,State,URL,Hate Incident,New Incident,Day of Incident,Month of Incident,Year of Incident,Violent,Num Victims,Num Perp,Num Deaths,Issue Identity,Incident City,Incident State,Incident Type,Inc Intensity,Notes
5786,11/2/2017,Brianna Brochu Charged with Hate Crime After She 'Poisoned' Her Black Roommate,Eurweb.com,Los Angeles,CA,http://www.eurweb.com/2017/11/brianna-brochu-charged-with-hate-crime-after-she-poisoned-her-black-roommate/,,,,,,,,,,,,,,,
5787,11/2/2017,"Star Learns Nothing From Church Hoax, Pushes Another Dubious Hate Crime",sentinelksmo.org,Overland Park,KS,https://sentinelksmo.org/star-learns-nothing-from-church-hoax-pushes-another-hate-crime-story/,,,,,,,,,,,,,,,
5788,11/2/2017,Alleged grave vandals get hate crime raps,Queens Chronicle,Queens,NY,http://www.qchron.com/editions/central/alleged-grave-vandals-get-hate-crime-raps/article_8774224a-f4b5-52f7-b783-49b039e78540.html,,,,,,,,,,,,,,,
5789,11/2/2017,LA Parker: Nucera's racism isn't just the problem of one man in the department,The Trentonian,Trenton,NJ,http://www.trentonian.com/article/TT/20171102/NEWS/171109939,,,,,,,,,,,,,,,
5790,11/2/2017,"Pennsylvania Ranked 5th With Most Anti-Semitic Incidents In US, Says Study",CBS Philly,,,http://philadelphia.cbslocal.com/2017/11/02/anti-semitic-incidents-in-pa/,,,,,,,,,,,,,,,
5791,11/2/2017,Retired Police Chief Arrested on Hate Crime and Civil Rights Charges,ColorLines magazine,Oakland,CA,https://www.colorlines.com/articles/retired-police-chief-arrested-hate-crime-and-civil-rights-charges,,,,,,,,,,,,,,,
5792,11/2/2017,Secret Recordings Capture Police Chief's Racist Talk,41 NBC News,Macon,Georgia,https://www.41nbc.com/2017/11/02/secret-recordings-capture-police-chiefs-racist-talk/,,,,,,,,,,,,,,,
5793,11/2/2017,Warwick teen arrested in Jewish cemetery vandalism case,The Warwick Advertiser,Chester,New York,http://www.warwickadvertiser.com/apps/pbcs.dll/article?AID=/20171102/NEWS01/171109967/0/opinion03,,,,,,,,,,,,,,,
5794,11/2/2017,FBI takes lead in investigating Manhattan racist graffiti as hate crime,WIBW,Topeka,KS,http://www.wibw.com/content/news/FBI-takes-lead-in-investigating-Manhattan-racist-graffiti-as-hate-crime-454744633.html?ref=633,,,,,,,,,,,,,,,
5795,11/2/2017,FBI investigating racist graffiti near KSU campus as hate crime,greatbendpost.com,Geneseo,KS,https://www.greatbendpost.com/2017/11/02/fbi-investigating-racist-graffiti-near-ksu-campus-as-hate-crime/,,,,,,,,,,,,,,,
5796,11/2/2017,"Police Chief Said Black People Are 'Like ISIS' and He Wanted to 'Be on the Firing Squad,' Feds Allege",Daily Beast,New York,NY,https://www.thedailybeast.com/police-chief-said-black-people-are-like-isis-and-he-wanted-to-be-on-the-firing-squad-feds-allege,,,,,,,,,,,,,,,
5797,11/2/2017,Killed by hate: Victims of America's far-right violence,Al Jazeera America,New York,NY,http://www.aljazeera.com/indepth/features/2017/09/killed-hate-victims-america-violence-170924153101480.html,,,,,,,,,,,,,,,
5798,11/2/2017,FBI investigating racist graffiti found on Manhattan man's car as a hate crime,Topeka Capital Journal,Topeka,KS,http://cjonline.com/news/crime-courts/2017-11-02/fbi-investigating-racist-graffiti-found-manhattan-man-s-car-hate-crime,,,,,,,,,,,,,,,
5799,11/2/2017,White college student accused of intimidating black roommate with 'bodily fluids',ABC News,,,http://abcnews.go.com/US/connecticut-woman-faces-criminal-charges-allegedly-soiling-college/story?id=50871695,,,,,,,,,,,,,,,
5800,11/2/2017,We Need To Talk: The Link Between Sexual Violence And Gun Violence,HuffPost,New York,NY,https://www.huffingtonpost.com/entry/we-need-to-talk-the-link-between-sexual-violence-and_us_59fb6146e4b09afdf01c412c,,,,,,,,,,,,,,,
5801,11/2/2017,Retired New Jersey Police Chief Charged With Hate Crime In Assault Of Handcuffed Black Teen,Vibe,New York,NY,https://www.vibe.com/2017/11/ex-new-jersey-police-chief-frank-nucera-hate-crime/,,,,,,,,,,,,,,,
5802,11/2/2017,Ex-police chief allegedly said black people are 'like ISIS',New York Post,New York,NY,http://nypost.com/2017/11/02/ex-police-chief-allegedly-said-black-people-are-like-isis/,,,,,,,,,,,,,,,
5803,11/2/2017,Hate crimes: Homophobic flyers appear on UWF campus,ricksblog.biz,Gulf Breeze,FL,http://ricksblog.biz/hate-crimes-homophobic-flyers-appear-on-uwf-campus/comment-page-1/,,,,,,,,,,,,,,,
5804,11/2/2017,"Police Chief Said Black People Are 'Like ISIS,' Wanted To Execute Them",Carbonated.tv,San Ramon,CA,http://www.carbonated.tv/news/racist-police-chief-wanted-to-mow-down-blacks-in-his-community,,,,,,,,,,,,,,,
5805,11/2/2017,FBI investigating Kansas car graffiti as possible hate crime,Daily Journal,Franklin,Indiana,http://www.dailyjournal.net/2017/11/02/us-racist-graffiti-kansas-2/,,,,,,,,,,,,,,,
5806,11/2/2017,"Brooklyn man cuffed for writing 'Go home, Uzbeks' in his building's hall a day after bike path terror attack",New York Daily News,,,http://www.nydailynews.com/new-york/brooklyn/brooklyn-man-cuffed-writing-home-uzbeks-building-article-1.3607283,,,,,,,,,,,,,,,
5807,11/2/2017,Wichita restaurant burning being investigated as a hate crime,Fox News,,,http://www.foxnews.com/food-drink/2017/11/02/wichita-restaurant-burning-being-investigated-as-hate-crime.html,,,,,,,,,,,,,,,
5808,11/2/2017,"Oswego County brothers accused of assaulting transgender teen, charged with hate crime",rochesterfirst.com,Mendon,NY,http://www.rochesterfirst.com/news/local-news/oswego-county-brothers-accused-of-assaulting-transgender-teen-charged-with-hate-crime/850082553,,,,,,,,,,,,,,,
5809,11/2/2017,Oswego county brothers charged with hate crime,CNYcentral.com,Syracuse,NY,http://cnycentral.com/news/local/oswego-county-brothers-charged-with-hate-crime,,,,,,,,,,,,,,,
5810,11/2/2017,Oswego County brothers charged with hate crime for assault against transgender teen,Syracuse.com,Syracuse,NY,http://www.syracuse.com/crime/index.ssf/2017/11/oswego_county_brothers_charged_with_hate_crime_for_assault_against_transgender_t.html,,,,,,,,,,,,,,,
5811,11/2/2017,FBI investigating possible hate crime near KSU,KFDI,Wichita,KS,http://www.kfdi.com/news/ksu-investigating-possible-hate-crime,,,,,,,,,,,,,,,
5812,11/2/2017,"Couple strengthened by faith, community after restaurant burns",Wichita Eagle,Wichita,KS,http://www.kansas.com/news/local/article182389231.html,,,,,,,,,,,,,,,
5813,11/2/2017,Two Oswego County Brothers Charged With Hate Crime,Oswego Daily News,Oswego,NY,https://oswegocountytoday.com/two-oswego-county-brothers-charged-with-hate-crime/,,,,,,,,,,,,,,,
5814,11/2/2017,Wilton High School student government responds to recent hate crime,Thehour.com,Norwalk,CT,http://www.thehour.com/opinion/article/Wilton-High-School-student-government-responds-to-12327727.php,,,,,,,,,,,,,,,
5815,11/2/2017,FBI investigating racial slurs painted on car near K-State as possible hate crime,Kansas City Star,Kansas City,MO,http://www.kansascity.com/news/article182404686.html,,,,,,,,,,,,,,,
5816,11/2/2017,University of Hartford President Calls Hate Crime Incident a 'Wake Up Call',NBC Connecticut,Hartford,CT,https://www.nbcconnecticut.com/news/local/University-of-Hartford-President-Calls-Incident-a-Wake-Up-Call-454799543.html,,,,,,,,,,,,,,,
5817,11/2/2017,Vandalized LGBT flag in Brigham City prompts possible hate crime investigation,Standard-Examiner,Ogden,UT,http://www.standard.net/Local/2017/11/02/Vandalized-LGBT-rainbow-flag-in-Brigham-City-prompts-possible-hate-crime-investigation-police-gay-pride,,,,,,,,,,,,,,,
5818,11/2/2017,FBI Called In To Investigate Racist Graffiti At K-State,KMUW,Wichita,Kansas,http://kmuw.org/post/fbi-called-investigate-racist-graffiti-k-state,,,,,,,,,,,,,,,
5819,11/2/2017,Never too late to do the right thing': Martinsville honors hate crime victim 50 years after her murder,WTTV CBS4Indy,Indianapolis,IN,http://cbs4indy.com/2017/11/02/never-too-late-to-do-the-right-thing-martinsville-honors-hate-crime-victim-50-years-after-her-murder/,,,,,,,,,,,,,,,
5820,11/2/2017,Martinsville honors hate crime victim 50 years after her murder: 'Never too late to do the right thing',Fox 59,Indianapolis,IN,http://fox59.com/2017/11/02/martinsville-honors-hate-crime-victim-50-years-after-her-murder-never-too-late-to-do-the-right-thing/,,,,,,,,,,,,,,,
5821,11/2/2017,"Former South Jersey police chief, charged with hate crime, free on bond",Philly.com,Philadelphia,PA,http://www.philly.com/philly/news/new_jersey/naacp-bias-crimes-former-bordentown-south-jersey-police-chief-free-on-bond-20171102.html,,,,,,,,,,,,,,,
5822,11/2/2017,A white college student is charged with a hate crime after contaminating her black roommate's property,ledynews.eu,Los Angeles,CA,http://ledynews.eu/a-white-college-student-is-charged-with-a-hate-crime-after-contaminating-her-black-roommates-property.html,,,,,,,,,,,,,,,
5823,11/2/2017,"Student expelled, charged with hate crime after bragging about tormenting black roommate",WGN-TV,Chicago,IL,http://wgntv.com/2017/11/02/student-expelled-charged-with-hate-crime-after-bragging-about-tormenting-black-roommate/,,,,,,,,,,,,,,,
5824,11/2/2017,UPDATE: Student charged with hate crime after bragging about putting 'bodily fluids' on roommate's items,WTTV CBS4Indy,Indianapolis,IN,http://cbs4indy.com/2017/11/03/student-expelled-charged-with-hate-crime-after-bragging-about-tormenting-black-roommate/,,,,,,,,,,,,,,,
5825,11/2/2017,Student charged with hate crime after bragging about roommate torment,wtvr.com,Richmond,VA,http://wtvr.com/2017/11/02/student-expelled-charged-with-hate-crime-after-bragging-about-tormenting-black-roommate/,,,,,,,,,,,,,,,
5826,11/2/2017,"Connecticut Student Expelled, Charged With Hate Crime After Allegedly Bragging About Putting 'Bodily Fluids' in Roommate's Items",KTLA,Los Angeles,CA,http://ktla.com/2017/11/02/student-expelled-charged-with-hate-crime-after-bragging-about-tormenting-black-roommate/,,,,,,,,,,,,,,,
5827,11/2/2017,Two Oswego County men charged with hate crime,Spectrum News,,,http://spectrumlocalnews.com/nys/central-ny/crime-safety/2017/11/02/two-oswego-county-men-charged-with-hate-crime,,,,,,,,,,,,,,,
5828,11/2/2017,Racially-motivated vandalism sparks conversations on K-State's campus,KWCH,Wichita,KS,http://www.kwch.com/content/news/Racially-motivated-incident-sparks-conversations-on-K-States-campus-454818203.html,,,,,,,,,,,,,,,
5829,11/2/2017,Police: Connecticut College Student Smeared Bodily Fluids on Roommate's Things,Breitbart News,Venice Beach,CA,http://www.breitbart.com/big-government/2017/11/02/police-connecticut-college-student-smeared-bodily-fluids-roommates-things/,,,,,,,,,,,,,,,
5830,11/2/2017,Overcome objections to prosecute hate crimes,CapeGazette.com,,,http://www.capegazette.com/article/overcome-objections-prosecute-hate-crimes/144973,,,,,,,,,,,,,,,
5831,11/2/2017,FIRST ON FOX61: Students speak out over hate crime charge on UHart campus,FOX 61,Hartford,CT,http://fox61.com/2017/11/02/first-on-fox61-students-speak-out-over-hate-crime-charge-on-uhart-campus/,,,,,,,,,,,,,,,
5832,11/2/2017,Students speak out over hate crime charge on UHart campus,FOX 61,Hartford,CT,http://fox61.com/2017/11/02/students-speak-out-over-hate-crime-charge-on-uhart-campus/,,,,,,,,,,,,,,,
5833,11/2/2017,Heart stents fail to ease chest pain; Hartford student faces hate crime charges after harassing roommate; more in US,TBO.com,Tampa,FL,http://www.tbo.com/news/heart-stents-fail-to-ease-chest-pain-hartford-student-faces-hate-crime/2343216,,,,,,,,,,,,,,,
5834,11/2/2017,Hate crime vandalism in Brigham City?,Good4Utah,Salt Lake City,UT,http://www.good4utah.com/news/local-news/hate-crime-vandalism-in-brigham-city/850295938,,,,,,,,,,,,,,,
5835,11/2/2017,FBI arrests former NJ police chief for hate crimes against black teen,Newsline,,,https://newsline.com/fbi-arrests-former-n-j-police-chief-for-hate-crimes-against-black-teen/,,,,,,,,,,,,,,,
5836,11/2/2017,Ex-police chief accused of hate crime against Black teen,The Philadelphia Tribune,Philadelphia,PA,http://www.phillytrib.com/news/ex-police-chief-accused-of-hate-crime-against-black-teen/article_34a2fa10-7876-5ca5-93f0-0cb8156a9fdb.html,,,,,,,,,,,,,,,
5837,11/3/2017,Not Racism? Brutal Attack On Sikh Teenager Caught On Camera,Carbonated.tv,San Ramon,CA,http://www.carbonated.tv/news/sikh-teen-wearing-turban-kentridge-high-school-beaten-snapchat-video,,,,,,,,,,,,,,,
5838,11/3/2017,Muslims Once Again Are Being Targeted For An Attack They Had Nothing To Do With,HuffPost,New York,NY,https://www.huffingtonpost.com/entry/muslims-terrorist-attack-islamophobia_us_59fb855ae4b0b0c7fa390f95,,,,,,,,,,,,,,,
5839,11/3/2017,Tell MAMA: Most Islamophobic attackers are white men,Al Jazeera America,New York,NY,http://www.aljazeera.com/news/2017/11/mama-islamophobic-attackers-white-men-171103093605875.html,,,,,,,,,,,,,,,
5840,11/3/2017,Racist hate crime' attack on Belfast house,BBC News,,,http://www.bbc.com/news/uk-northern-ireland-41857724,,,,,,,,,,,,,,,
5841,11/3/2017,University of Hartford student who harassed black roommate faces hate crime charge: Police,NorthJersey.com,Hackensack,NJ,http://www.northjersey.com/story/news/nation-now/2017/11/03/university-hartford-student-who-harassed-black-roommate-faces-hate-crime-charge-police/828398001/,,,,,,,,,,,,,,,
5842,11/3/2017,Twin sisters swept away by killer wave in Mexico,WBIR-TV,Knoxville,TN,http://www.wbir.com/news/twin-sisters-swept-away-by-killer-wave-in-mexico/488709489,,,,,,,,,,,,,,,
5843,11/3/2017,University of Hartford student who harassed black roommate faces hate crime charge: Police,WBIR-TV,Knoxville,TN,http://www.wbir.com/article/news/nation-now/university-of-hartford-student-who-harassed-black-roommate-faces-hate-crime-charge-police/465-7500f69f-f3c2-4133-b55c-d083bf5998e4,,,,,,,,,,,,,,,
5844,11/3/2017,UK group warns of far-right web search manipulation,Gears Of Biz,Overland Park,KS,http://gearsofbiz.com/uk-group-warns-of-far-right-web-search-manipulation/170909,,,,,,,,,,,,,,,
5845,11/3/2017,Puerto Rico Gay Bar Bombed in Suspected Hate Crime After Reopening in Wake of Hurricane Maria,Towleroad,New York,NY,http://www.towleroad.com/2017/11/puerto-rico-gay-bar/,,,,,,,,,,,,,,,
5846,11/3/2017,Hate Report: A swastika pumpkin and KKK propaganda found on Halloween,Reveal,Emeryville,CA,https://www.revealnews.org/blog/hate-report-a-swastika-pumpkin-and-kkk-propaganda-found-on-halloween/,,,,,,,,,,,,,,,
5847,11/3/2017,Tyres of 12 cars slashed in Short Strand attacks,BBC News,,,http://www.bbc.com/news/uk-northern-ireland-41856952,,,,,,,,,,,,,,,
5848,11/3/2017,Attack on Belfast home of Bangladeshi family treated as hate crime,Gears Of Biz,Overland Park,KS,http://gearsofbiz.com/attack-on-belfast-home-of-bangladeshi-family-treated-as-hate-crime/172766,,,,,,,,,,,,,,,
5849,11/3/2017,University of Hartford student who harassed Black roommate with bodily fluids faces hate crime charge,The Chicago Cusader,Chicago,IL,https://chicagocrusader.com/university-of-hartford-student-who-harassed-black-roommate-with-bodily-fluids-faces-hate-crime-charge/,,,,,,,,,,,,,,,
5850,11/3/2017,Tinseltown Shame: The Hollywood Chickenhawk Scandal,tennesseewatchman.com,Clarksville,TN,http://tennesseewatchman.com/2017/11/tinseltown-shame-the-hollywood-chickenhawk-scandal/,,,,,,,,,,,,,,,
5851,11/3/2017,"NEWS ROUNDUP: Hate Crime Charge In Poisoning Case; Trump's Twitter Deleted, Transgender Person Murdered",News One,New York,NY,https://newsone.com/3757016/brianna-brochu-jazzy-rowe-university-of-hartford-poisoning-update-hate-crime-charge-felony/,,,,,,,,,,,,,,,
5852,11/3/2017,Feds: Police chief charged with hate crime said African Americans are 'like ISIS',Guns.com,Chicago,IL,http://www.guns.com/2017/11/03/feds-police-chief-charged-with-hate-crime-said-african-americans-are-like-isis/,,,,,,,,,,,,,,,
5853,11/3/2017,Go Back': Kansas Restaurant Fire May Be a Hate Crime After Xenophobic Graffiti Is Found,The Root,Washington DC,,http://www.theroot.com/go-back-kansas-restaurant-fire-may-be-a-hate-crime-aft-1820108941,,,,,,,,,,,,,,,
5854,11/3/2017,"Sikh teen beaten in US, kin call it hate crime",India New England,Waltham,MA,http://indianewengland.com/2017/11/sikh-teen-beaten-us-kin-call-hate-crime/,,,,,,,,,,,,,,,
5855,11/3/2017,Sikh teen beaten; kin call it hate crime,nripulse.com,Johns Creek,GA,http://www.nripulse.com/sikh-teen-beaten-kin-call-it-hate-crime/,,,,,,,,,,,,,,,
5856,11/3/2017,NAACP Chapter Starting at University of Hartford After Hate Crime Incident,NBC Connecticut,Hartford,CT,https://www.nbcconnecticut.com/news/local/Student-NAACP-Chapter-Starting-at-University-of-Hartford-After-Hate-Crime-Incident-454949623.html,,,,,,,,,,,,,,,
5857,11/3/2017,SPLC guide helps bystanders counter hate incidents,Southern Poverty Law Center,Montgomery,AL,https://www.splcenter.org/news/2017/11/03/splc-guide-helps-bystanders-counter-hate-incidents,,,,,,,,,,,,,,,
5858,11/3/2017,Restaurant fire in Wichita considered possible hate crime,Lawrence Journal World,Lawrence,KS,http://www2.ljworld.com/news/2017/nov/03/restaurant-fire-wichita-considered-possible-hate-c/,,,,,,,,,,,,,,,
5859,11/3/2017,FBI Notified of Fire at Middle Eastern Family's Restaurant,U.S. News & World Report,Washington,DC,https://www.usnews.com/news/best-states/kansas/articles/2017-11-03/restaurant-fire-in-wichita-considered-possible-hate-crime,,,,,,,,,,,,,,,
5860,11/3/2017,FBI investigating car graffiti at K-State as possible hate crime,Lawrence Journal World,Lawrence,KS,http://www2.ljworld.com/news/2017/nov/03/fbi-investigating-car-graffiti-k-state-possible-ha/,,,,,,,,,,,,,,,
5861,11/3/2017,FBI notified of fire at Middle Eastern family's restaurant,Bryan-College Station Eagle,Bryan,TX,http://www.theeagle.com/news/nation/restaurant-fire-in-wichita-considered-possible-hate-crime/article_0c237a22-976d-55c9-8217-d2d8fb0bab18.html,,,,,,,,,,,,,,,
5862,11/3/2017,Six Firefighters Lost Their Jobs After Allegedly Placing A Noose On A Black Colleague's Photo,UPROXX,Nashville,Tennessee,http://uproxx.com/news/miami-firefighters-noose-photo/,,,,,,,,,,,,,,,
5863,11/3/2017,"UPDATE: Student expelled, charged with hate crime after putting 'bodily fluids' on roommate's items",Fox 59,Indianapolis,IN,http://fox59.com/2017/11/03/student-expelled-charged-with-hate-crime-after-bragging-about-tormenting-black-roommate/,,,,,,,,,,,,,,,
5864,11/3/2017,White man nears end of custody for Mississippi hate crime,The Commercial Dispatch,Columbus,MS,http://www.cdispatch.com/news/article.asp?aid=61772,,,,,,,,,,,,,,,
5865,11/3/2017,Restaurant fire in Wichita considered possible hate crime,1350kman.com,Manhattan,KS,http://1350kman.com/restaurant-fire-wichita-considered-possible-hate-crime/,,,,,,,,,,,,,,,
5866,11/3/2017,Teen college bully should be charged with hate crime after smearing bodily fluids on roommate's belongings: cops,New York Daily News,,,http://www.nydailynews.com/news/crime/teen-bullied-roommate-hit-hate-crime-cops-article-1.3609044,,,,,,,,,,,,,,,
5867,11/3/2017,Teen college bully should be charged with hate crime after smearing bodily fluids on roommate's belongings: cops,New York Daily News,New York,NY,http://www.nydailynews.com/news/crime/teen-bullied-roommate-hit-hate-crime-cops-article-1.3609044,,,,,,,,,,,,,,,
5868,11/3/2017,Ex-police chief charged with hate crime over 'N*ggers are like ISIS' comment,The Grio,New York,NY,http://thegrio.com/2017/11/03/police-chief-racist-isis-hate-crime/,,,,,,,,,,,,,,,
5869,11/3/2017,Jackson treats swastika in township park as hate crime,Asbury Park Press,Neptune,NJ,http://www.app.com/story/news/crime/jersey-mayhem/2017/11/03/jackson-treats-swastika-township-park-hate-crime/829409001/,,,,,,,,,,,,,,,
5870,11/3/2017,FBI notified of fire at Middle Eastern family's restaurant,West Plains Daily Quill,West Plains,MO,https://www.westplainsdailyquill.net/national_news/article_d9f593c4-dc58-5c86-bb89-124a340b9f99.html,,,,,,,,,,,,,,,
5871,11/3/2017,FBI notified of fire at Middle Eastern family's restaurant,The Herald,Rock Hill,SC,http://www.heraldonline.com/news/politics-government/national-politics/article182500161.html,,,,,,,,,,,,,,,
5872,11/3/2017,Mayor: Swastika in Jackson Park to be Treated as Hate Crime,Shore News Magazine,,,http://shorenewsnetwork.com/ocean-county-news-community/mayor-swastika-in-jackson-park-to-be-treated-as-hate-crime/,,,,,,,,,,,,,,,
5873,11/3/2017,FBI notified of fire at Middle Eastern family's restaurant,Waco Tribune-Herald,Waco,TX,http://www.wacotrib.com/news/ap_nation/fbi-notified-of-fire-at-middle-eastern-family-s-restaurant/article_9c4cebc8-b641-5531-b1dc-ce93719fd137.html,,,,,,,,,,,,,,,
5874,11/3/2017,Walmart Shooting Suspect Makes First Appearance In Court,CBS Local,New York,New York,http://denver.cbslocal.com/2017/11/03/walmart-shooting-court/,,,,,,,,,,,,,,,
5875,11/3/2017,Fulton man charged with hate crime allegedly sent nude photo to a minor,CNYcentral.com,Syracuse,NY,http://cnycentral.com/news/local/fulton-man-charged-with-hate-crime-allegedly-sent-nude-photo-to-a-minor,,,,,,,,,,,,,,,
5876,11/3/2017,"If your ex-lover or spouse is a narcissist, can you still be friends?",Blasting News,,,http://us.blastingnews.com/lifestyle/2017/11/if-your-ex-lover-or-spouse-is-a-narcissist-can-you-still-be-friends-002142895.html,,,,,,,,,,,,,,,
5877,11/3/2017,Fulton hate crime suspect accused of sending nude photo to child,Syracuse.com,Syracuse,NY,http://www.syracuse.com/crime/index.ssf/2017/11/fulton_hate_crime_suspect_accused_of_sending_nude_photo_to_child.html,,,,,,,,,,,,,,,
5878,11/3/2017,Student collaboration weaves an evolving tale 'In the Cotton',Baltimore Sun,Baltimore,MD,http://www.baltimoresun.com/news/maryland/howard/bs-md-ho-race-relations-20171101-story.html,,,,,,,,,,,,,,,
5879,11/3/2017,Connecticut Governor Condemns Girl in Roommate Hate Crime Case,i95rock.com,Stamford,CT,http://i95rock.com/connecticut-governor-condemns-girl-in-roommate-hate-crime-case/,,,,,,,,,,,,,,,
5880,11/3/2017,"Ex-NJ police chief charged with hate crime for allegedly using racial slurs, comparing blacks to ISIS",The Hill,Washington,DC,http://thehill.com/homenews/state-watch/358671-nj-police-chief-charged-with-hate-crime-for-using-racial-slurs-comparing,,,,,,,,,,,,,,,
5881,11/3/2017,Former Police Chief Who Compared Black People To ISIS Faces Hate Crime Charge,Okayplayer,,,http://www.okayplayer.com/news/new-jersey-police-chief-black-people-isis-hate-crime.html,,,,,,,,,,,,,,,
5882,11/3/2017,Wichita fire could be hate crime,KFDI,Wichita,KS,http://www.kfdi.com/news/wichita-fire-could-be-hate-crime,,,,,,,,,,,,,,,
5883,11/3/2017,Kailyn Calls Out Farrah for Her Anti-MTV Rant: “I Never Experienced Any of That!”,Teen Mom Talk Now,,,http://www.teenmomtalknow.com/g/kailyn-calls-out-farrah-for-anti-mtv-rant/,,,,,,,,,,,,,,,
5884,11/3/2017,Man Found Guilty Of First-Degree Murder In Death Of Gender-Fluid Teen,HuffPost,New York,NY,https://www.huffingtonpost.com/entry/kedarie-johnson-murder-verdict_us_59fcc6dbe4b0baea2631b0a4,,,,,,,,,,,,,,,
5885,11/3/2017,Man pleads guilty to punching woman at Charlottesville rally,ABC News,,,http://abcnews.go.com/US/wireStory/man-pleads-guilty-punching-woman-charlottesville-rally-50919819,,,,,,,,,,,,,,,
5886,11/3/2017,Man found guilty in death of gender-fluid Iowa teenager,Daily Journal,Franklin,Indiana,http://www.dailyjournal.net/2017/11/03/us-slain-iowa-teen-gender-4/,,,,,,,,,,,,,,,
5887,11/3/2017,FBI investigating graffiti as hate crime,Manhattan Mercury,Manhattan,KS,http://themercury.com/news/crime/fbi-investigating-graffiti-as-hate-crime/article_cec3b93a-1599-5281-a8fc-2c41995ee21b.html,,,,,,,,,,,,,,,
5888,11/3/2017,Muslim New Yorkers are bracing themselves for hate crimes after terror attack,AOL,Dulles,VA,https://www.aol.com/article/news/2017/11/03/muslim-new-yorkers-are-bracing-themselves-for-hate-crimes-after-terror-attack/23266358/,,,,,,,,,,,,,,,
5889,11/3/2017,"N*****s Are Like ISIS, They Have No Value,' Said Arrested Former New Jersey Police Chief Frank Nucera",The Inquisitr,Tampa,Florida,https://www.inquisitr.com/4596742/ns-are-like-isis-they-have-no-value-said-8832-a-month-earning-arrested-police-chief-frank-nucera/,,,,,,,,,,,,,,,
5890,11/3/2017,Man found guilty in death of gender-fluid Iowa teenager,West Plains Daily Quill,West Plains,MO,https://www.westplainsdailyquill.net/national_news/article_cb717e21-a697-58ab-aea5-fd662a577e10.html,,,,,,,,,,,,,,,
5891,11/3/2017,Alleged hate crime committed against chennel “Jazzy” Rowe is likely a violation of the Fair Housing Act,The Chicago Cusader,Chicago,IL,https://chicagocrusader.com/alleged-hate-crime-committed-against-chennel-jazzy-rowe-is-likely-a-violation-of-the-fair-housing-act/,,,,,,,,,,,,,,,
5892,11/3/2017,"BREAKING: School ID's Student in MB Hate Crime, Won't Release Name",goodmorningwilton.com,Westport,CT,https://goodmorningwilton.com/breaking-school-ids-student-in-mb-hate-crime-wont-release-name/,,,,,,,,,,,,,,,
5893,11/3/2017,"Feds Arrest Former NJ Police Chief Who Said Black People Were 'Like ISIS,' Made Racist Threats",Atlanta Black Star,Atlanta,Georgia,http://atlantablackstar.com/2017/11/03/former-n-j-police-chief-arrested-hate-crimes-charges-racist-comments-behaviors-toward-blacks/,,,,,,,,,,,,,,,
5894,11/3/2017,Say goodbye to Jamaican Barbie': Student who rubbed USED tampons on black roommate's backpack could face hate crime charges,CrimeOnline,,,http://www.crimeonline.com/2017/11/03/say-goodbye-to-jamaican-barbie-student-who-rubbed-used-tampons-on-black-roommates-backpack-could-face-hate-crime-charges/,,,,,,,,,,,,,,,
5895,11/3/2017,"Attack on panhandler in Georgetown being investigated as a hate crime, police say",Washington Post,Washington,DC,https://www.washingtonpost.com/local/public-safety/attack-on-panhandler-in-georgetown-being-investigated-as-a-hate-crime-police-say/2017/11/03/d4c77f28-c0da-11e7-959c-fe2b598d8c00_story.html,,,,,,,,,,,,,,,
5896,11/3/2017,Hijab Pulling Needs To Be Taken Seriously,World Religion News,Santa Monica,CA,http://www.worldreligionnews.com/religion-news/hijab-pulling-needs-taken-seriously,,,,,,,,,,,,,,,
5897,11/3/2017,"Transgender woman shares her story, following hate crime in Oswego County",CNYcentral.com,Syracuse,NY,http://cnycentral.com/news/local/transgender-woman-shares-her-story-following-hate-crime-in-oswego-county,,,,,,,,,,,,,,,
5898,11/3/2017,Kansas restaurant fire considered possible hate crime,hutchpost.com,Mount Hope,KS,http://www.hutchpost.com/kansas-restaurant-fire-considered-possible-hate-crime/,,,,,,,,,,,,,,,
5899,11/3/2017,Free things you can get in November,Blasting News,,,http://us.blastingnews.com/lifestyle/2017/11/free-things-you-can-get-in-november-002142459.html,,,,,,,,,,,,,,,
5900,11/3/2017,Guilty Verdict in the Death of a Gender-Fluid Iowa Teenager,International New York Times,New York,NY,https://www.nytimes.com/2017/11/03/us/kedarie-johnson-verdict-iowa.html,,,,,,,,,,,,,,,
5901,11/3/2017,"Sikh Indian American Teen Beaten Up in Kent, Wash.; Dad Calls it a Hate Crime",India West,San Leandro,CA,http://www.indiawest.com/news/global_indian/sikh-indian-american-teen-beaten-up-in-kent-wash-dad/article_52fe9d1e-c0df-11e7-91d1-bb6ff5af3b41.html,,,,,,,,,,,,,,,
5902,11/3/2017,Police: Attack on panhandler in Georgetown area investigated as suspected hate crime,WTOP,Washington,DC,https://wtop.com/dc/2017/11/police-attack-panhandler-georgetown-area-investigated-hate-crime/,,,,,,,,,,,,,,,
5903,11/3/2017,Who left hangman's noose at firefighter's desk? Investigation continues,Local 10,Miami,FL,https://www.local10.com/news/crime/who-left-hangman-s-noose-at-firefighter-s-desk-investigation-continues,,,,,,,,,,,,,,,
